ID,Thuật toán,Tham số,Chi phí tốt nhất,Chi phí trung bình,Thời gian (s)
1,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=swap, local_search=True,982.63,1054.19,0.59
1023,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1113.44,0.95
1024,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1169.96,1.03
1025,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1176.26,0.76
1026,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,986.27,1167.92,1.15
1027,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1106.34,0.48
1028,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1112.91,0.47
1029,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1040.47,1131.53,0.93
1030,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1039.24,1172.96,0.75
1031,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1025.32,1130.00,0.57
1032,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1095.04,0.56
1033,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1013.77,1160.51,0.58
1034,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1088.78,0.89
1035,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1116.87,1.59
1036,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1162.85,0.91
1037,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1031.80,1107.02,1.06
1038,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1043.76,1154.96,0.59
1039,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1161.96,0.95
1040,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1140.13,0.61
1041,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1150.33,0.59
1042,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1213.57,1.17
1043,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1073.67,0.88
1044,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1095.55,0.42
1045,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1228.51,0.85
1046,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1046.89,1163.44,0.40
1047,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1125.74,0.67
1048,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1127.10,1.46
1049,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1031.80,1150.69,0.69
1050,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1000.79,1173.46,0.45
1051,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1168.39,0.52
1052,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1121.51,0.56
1053,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1029.29,1146.86,0.56
1054,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1167.44,0.51
1055,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1105.59,0.50
1056,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1042.81,1166.45,0.34
1057,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1039.24,1142.81,0.46
1058,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1097.38,0.82
1059,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1160.76,0.61
1060,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1039.24,1225.70,0.44
1061,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1134.78,0.74
1062,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1097.86,0.84
1063,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1173.15,0.97
1064,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1110.11,1.18
1065,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1125.47,0.94
1066,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1186.79,0.84
1067,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1140.31,0.87
1068,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1136.12,1.17
1069,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1248.47,0.75
1070,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1156.36,0.74
1071,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1156.26,0.65
1072,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1164.66,0.83
1073,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1000.79,1150.91,0.65
1074,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1153.60,0.66
1075,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1162.19,0.65
1076,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1090.90,1.13
1077,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1120.33,0.69
1078,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1164.43,0.52
1079,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1148.51,1.33
1080,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1134.12,0.95
1081,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1137.52,1175.96,0.50
1082,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1089.87,1136.82,0.57
1083,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1121.27,1163.20,0.60
1084,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,986.27,1063.70,0.75
1085,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1073.79,1145.39,0.67
1086,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1031.80,1112.07,0.80
1087,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1060.08,1114.52,1.05
1088,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1024.88,1082.44,0.37
1089,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1106.42,1173.16,0.52
1090,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1031.80,1110.74,0.44
1091,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,986.27,1049.24,1.39
1092,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1065.19,1137.27,0.48
1093,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1069.58,1137.43,0.49
1094,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1064.66,1121.58,0.37
1095,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1045.04,1124.15,0.73
1096,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,999.18,1094.45,1.25
1097,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1043.76,1117.25,1.00
1098,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1155.52,1206.27,0.62
1099,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,986.27,1091.94,0.78
1100,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1040.47,1122.31,0.68
1101,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,999.12,1081.92,0.44
1102,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1001.19,1103.42,0.79
1103,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1066.64,1167.10,0.39
1104,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=False,1136.56,1186.31,0.46
1105,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1025.32,1127.80,1.11
1106,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=cycle, mutation_method=swap, local_search=True,1040.47,1111.38,0.72
